total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
122,452,52,255,137,14,144,2,0,0,0
215,173,60,429,384,336,131,1,94,8,2
447,54,66,367,110,376,191,99,74,366,3
311,385,92,214,477,342,194,81,41,458,1
322,209,33,222,255,274,198,68,76,141,1
299,13,12,444,365,430,391,28,90,61,5
154,350,43,231,138,260,237,69,41,387,4
138,300,1,7,23,33,212,43,4,363,4
173,294,41,79,107,250,265,87,81,18,5
230,38,34,389,166,51,260,43,89,262,1
305,140,61,187,355,255,427,90,89,499,3
110,86,25,321,499,266,299,64,95,443,2
117,47,47,242,285,33,142,26,10,7,1
203,61,91,451,454,176,4,14,29,96,3
493,30,4,374,236,181,231,52,23,141,4
476,360,61,123,50,45,450,69,43,491,0
162,328,71,440,173,470,249,72,34,65,2
152,379,5,192,223,260,343,25,70,309,5
440,219,73,113,237,188,360,30,55,33,5
187,381,76,375,285,285,279,49,35,298,0
271,483,29,389,49,177,267,86,44,226,2
80,99,18,2,9,313,294,78,25,480,4
252,7,7,89,109,289,248,28,68,476,2
77,185,29,192,496,138,247,17,60,285,5
42,34,38,405,226,338,428,93,28,133,5
11,111,14,391,131,11,304,3,74,343,5
82,208,86,165,395,358,314,40,51,101,0
466,317,96,204,257,313,292,91,82,447,0
13,177,20,437,89,213,226,78,86,57,5
44,260,36,417,252,154,32,32,33,379,1
108,3,0,334,487,333,399,8,16,77,5
482,469,75,54,326,93,199,64,30,53,3
96,352,28,453,79,122,52,84,94,196,1
480,356,71,257,256,145,359,90,93,260,3
407,499,76,137,354,381,451,69,31,44,2
363,461,17,52,440,274,395,9,75,307,0
276,452,89,237,218,262,212,55,12,346,5
396,68,5,425,34,116,229,72,37,99,3
159,143,14,436,379,428,19,82,6,410,3
262,174,25,367,138,110,284,9,2,241,3
157,194,9,421,489,300,80,80,46,452,1
228,216,74,168,284,376,256,69,3,457,5
32,169,37,48,76,180,148,99,13,87,4
84,281,37,64,229,437,28,50,28,21,3
9,489,30,395,304,326,450,50,57,276,4
154,424,68,208,399,71,87,82,92,58,1
189,303,14,311,498,28,299,91,78,105,0
422,352,49,431,322,126,350,41,11,122,3
113,235,2,258,199,168,356,87,94,379,1
81,488,79,409,475,174,223,54,56,356,2
93,344,17,8,444,3,219,68,34,171,1
94,45,46,169,449,413,268,66,87,272,3
220,8,88,343,464,468,372,3,80,47,1
139,325,76,488,98,258,469,69,98,142,2
341,467,93,495,377,490,79,90,99,308,3
90,206,51,294,138,170,48,38,32,246,5
292,372,23,229,246,308,309,52,24,27,3
151,224,60,61,206,288,402,3,8,480,3
178,449,56,469,218,105,61,14,70,339,4
499,190,65,469,92,372,250,26,45,416,1
180,397,75,96,205,57,149,32,87,224,5
49,385,31,483,462,470,112,56,42,447,5
395,293,26,227,175,41,310,96,38,214,2
200,364,50,322,135,203,475,31,82,413,1
128,347,57,454,352,12,229,18,43,229,2
158,462,70,28,66,84,202,21,16,481,4
231,111,31,59,244,66,208,72,81,477,3
132,440,86,73,333,190,327,77,47,264,3
126,266,33,285,67,403,388,5,27,460,3
471,74,37,260,391,10,437,26,90,287,1
221,234,80,31,177,37,96,37,73,83,2
147,281,62,28,37,20,106,70,5,5,3
273,412,57,190,393,317,380,72,59,386,1
337,246,21,455,395,34,102,43,96,474,1
438,311,59,364,420,97,31,54,77,269,2
130,456,56,329,246,205,180,83,49,66,2
412,326,39,285,77,382,228,24,74,14,5
231,290,24,102,225,440,15,90,22,237,2
49,305,14,381,306,94,392,38,99,82,4
155,440,43,170,420,338,34,66,55,169,1
28,229,74,408,151,450,366,92,51,393,4
95,66,13,297,311,154,37,94,2,8,3
26,412,35,48,478,391,24,34,6,353,2
141,343,80,96,316,83,381,76,0,423,0
259,85,71,110,299,237,423,53,3,421,4
155,272,65,265,417,478,43,82,97,345,2
359,192,68,76,212,429,325,21,60,257,1
462,30,47,493,229,23,26,3,43,6,4
65,274,5,187,242,145,468,16,10,182,0
139,211,83,10,96,212,265,38,94,186,3
137,121,2,295,473,203,343,1,22,239,5
246,292,3,180,470,466,252,23,60,445,1
490,339,80,470,89,392,295,10,3,138,5
479,296,62,301,331,357,417,52,61,93,5
199,384,3,316,181,293,161,77,52,320,0
259,340,8,142,163,299,274,88,55,380,3
224,167,95,86,11,113,88,60,48,30,4
193,62,97,355,420,85,189,78,30,39,3
469,147,88,240,308,390,445,70,99,164,1
348,82,47,183,284,129,84,45,43,197,3
179,353,71,494,320,385,418,74,85,283,3
34,199,29,452,118,424,103,50,66,254,1
9,26,6,290,352,243,393,22,77,476,1
335,219,72,453,352,187,494,64,59,384,4
347,402,36,226,86,50,133,78,30,206,3
57,75,64,316,424,32,132,93,33,477,2
37,200,8,373,8,335,216,76,98,443,1
160,379,79,53,399,43,394,14,31,274,3
266,471,96,299,76,205,408,36,88,149,0
187,72,96,346,49,130,403,21,75,265,0
383,70,2,272,80,31,450,66,71,159,1
390,469,47,394,13,345,471,58,12,498,2
237,317,28,55,356,222,244,80,41,349,0
45,455,97,281,458,306,219,11,12,331,3
298,288,1,259,436,437,24,37,38,497,0
95,103,54,445,226,482,205,29,23,273,2
429,315,73,396,445,152,352,38,44,204,2
3,262,89,25,158,172,54,47,54,126,0
173,437,40,454,475,266,394,32,40,60,1
240,105,41,293,11,242,326,18,44,88,5
90,361,9,137,168,228,123,77,18,39,5
226,209,38,52,168,336,63,91,69,477,3
433,305,41,315,321,170,54,23,40,30,1
52,155,59,142,352,236,294,94,10,486,4
239,478,50,158,52,343,19,0,43,29,2
316,81,66,142,122,289,495,41,9,149,5
246,8,36,0,496,330,222,80,77,305,1
44,366,59,210,307,42,427,6,31,256,0
436,422,42,401,494,32,115,54,75,73,2
236,164,42,488,352,249,349,60,85,373,0
449,178,33,455,26,445,5,17,83,356,4
67,305,95,246,298,470,71,36,58,361,3
368,54,70,144,124,208,372,84,62,324,0
224,233,31,314,401,197,403,58,4,439,0
320,58,98,173,289,285,273,36,34,321,5
36,57,93,330,181,293,358,55,46,129,2
377,460,41,371,213,129,68,74,73,467,5
215,438,2,166,146,61,483,81,74,100,2
203,392,72,484,225,412,469,24,91,176,2
122,47,97,121,124,421,2,28,14,431,2
128,271,25,323,361,430,130,47,48,4,0
295,498,36,415,317,193,480,76,51,175,2
332,406,70,359,76,364,89,97,15,73,4
5,64,82,127,18,142,60,49,89,136,4
30,203,29,49,462,223,75,8,81,14,5
233,183,61,98,350,257,43,5,76,424,1
176,288,54,469,194,66,245,27,94,370,2
114,185,17,61,346,358,176,45,86,493,5
448,416,53,246,300,491,486,0,76,423,1
461,485,44,186,121,378,243,5,33,72,1
337,262,22,245,336,418,9,53,26,59,0
282,486,6,428,38,283,306,40,49,6,0
329,154,47,156,70,331,436,7,25,282,2
24,211,67,88,7,329,168,92,80,274,0
206,97,82,77,351,33,444,11,18,78,0
340,365,82,210,330,7,324,38,18,251,4
129,42,23,231,334,263,102,20,25,477,2
438,181,32,151,419,188,70,30,37,306,4
93,399,71,316,416,246,201,75,60,359,4
405,451,51,175,153,349,484,34,30,133,2
491,83,77,493,447,163,140,35,9,290,2
121,397,34,238,128,217,363,35,23,288,3
331,356,9,127,325,325,383,51,68,188,1
476,186,80,22,28,288,184,62,30,203,3
451,290,77,55,55,129,118,25,76,87,0
377,221,83,265,385,460,485,8,77,104,4
487,63,69,146,222,56,316,80,38,39,0
290,418,68,135,248,396,223,89,14,10,5
421,99,31,15,76,292,298,39,62,317,0
301,106,68,345,380,188,190,14,36,351,1
424,251,3,387,257,28,392,44,63,80,5
174,124,26,109,302,270,337,35,56,276,5
307,422,27,157,95,123,445,92,14,483,1
397,137,23,301,282,375,161,33,44,174,5
239,161,6,73,366,97,108,83,86,279,3
104,311,91,310,209,270,205,62,14,270,3
203,95,13,12,97,122,40,15,34,402,4
177,279,81,450,99,227,469,26,56,358,0
256,472,51,429,337,114,183,51,23,126,5
147,135,82,65,50,285,288,64,7,487,0
430,462,65,314,73,423,426,67,6,130,2
115,74,98,6,17,339,462,70,49,486,0
437,17,38,168,486,316,250,87,10,114,1
6,373,0,57,444,352,122,67,74,440,0
23,276,74,52,94,319,275,84,83,310,5
221,268,48,40,83,388,77,74,85,470,4
186,392,69,403,87,457,358,3,36,100,4
291,472,61,214,309,69,449,98,46,331,0
322,2,4,198,69,467,90,83,24,388,2
254,337,93,288,400,84,324,67,72,351,5
443,347,43,351,371,426,99,75,57,125,0
28,136,33,105,432,341,52,49,24,189,3
306,343,65,74,11,380,360,14,34,106,0
471,67,37,424,426,358,275,88,23,105,4
227,405,75,388,83,313,468,39,70,41,1
194,314,56,41,250,330,476,19,82,464,3
135,3,31,472,338,326,393,97,66,320,4
445,286,11,286,469,78,462,82,96,11,0
212,472,39,303,324,80,438,73,31,84,3
136,95,98,274,287,445,184,61,97,415,3
47,64,2,246,352,407,381,26,93,346,2
52,32,0,240,399,8,370,90,14,85,5
7,138,91,494,384,240,66,5,81,259,0
385,249,27,422,382,76,428,58,54,252,1
274,266,72,293,283,433,446,63,17,409,3
28,60,63,379,315,289,389,15,14,328,2
121,422,61,467,26,139,265,18,52,154,0
353,409,10,205,254,142,433,40,31,108,0
33,19,60,352,97,174,251,10,51,187,1
383,156,59,339,91,137,492,97,59,172,0
141,140,49,20,291,206,54,65,63,9,5
379,285,39,433,166,360,248,16,6,115,2
92,462,30,440,61,330,93,19,63,129,5
324,97,40,467,446,78,77,95,77,98,3
411,261,43,30,332,322,411,61,26,168,2
321,21,27,232,99,249,323,75,3,256,1
297,374,90,274,387,69,177,82,0,333,5
419,277,53,482,341,14,57,4,16,378,1
463,196,84,426,439,59,46,8,91,467,3
346,188,52,480,154,70,320,45,25,60,3
321,61,0,491,155,427,97,6,25,154,0
413,297,17,49,405,332,297,55,6,256,2
451,176,37,390,160,6,132,44,36,247,1
365,455,95,439,391,482,367,56,77,221,5
210,464,13,336,472,376,79,24,60,135,5
118,253,30,280,462,495,452,78,93,205,5
15,83,50,439,148,72,339,32,72,58,1
393,460,81,162,39,176,177,52,7,256,3
453,179,14,10,206,190,213,76,24,39,5
353,223,58,212,207,204,183,91,36,399,0
199,358,22,76,109,300,126,83,88,435,1
48,196,96,368,36,179,223,40,35,462,1
310,317,56,363,217,57,169,97,55,144,4
480,15,63,325,145,355,132,18,90,168,5
41,201,60,495,24,461,137,24,5,75,0
347,241,1,101,287,206,407,8,96,39,4
163,238,29,250,377,106,278,89,42,488,4
120,180,88,276,202,2,316,13,88,404,1
217,296,30,122,434,343,394,43,91,317,2
130,19,69,390,436,214,11,92,77,216,3
146,248,71,153,246,224,308,90,13,436,0
32,468,44,113,435,103,174,49,54,271,5
156,376,6,90,229,205,84,82,55,77,2
49,55,88,230,53,242,254,77,91,485,0
183,353,8,375,318,141,19,94,89,310,4
52,458,53,304,471,167,487,90,58,434,1
499,229,78,226,473,47,368,17,91,258,0
15,279,78,280,199,215,475,86,12,49,5
441,61,92,50,99,23,120,78,67,161,4
212,312,11,162,434,12,149,73,40,132,3
175,222,50,364,219,241,352,98,90,62,4
209,271,48,323,227,157,491,76,47,351,0
420,79,15,278,189,390,158,21,45,64,2
166,377,34,135,104,495,46,82,62,59,2
81,158,0,472,484,56,184,76,53,115,0
460,375,44,498,467,446,396,78,88,425,0
113,158,95,7,316,21,32,31,42,490,0
61,396,0,135,495,168,0,98,45,380,4
123,139,82,352,355,62,311,52,0,330,1
407,202,59,277,116,383,346,47,88,423,0
77,134,61,67,419,319,354,72,58,287,5
367,435,56,400,450,490,255,21,11,261,0
69,392,83,284,408,443,156,35,40,201,5
167,405,86,14,174,390,36,9,70,232,1
407,76,77,260,219,161,323,60,9,117,2
201,156,63,159,82,431,452,39,30,255,3
463,109,24,437,449,7,64,50,44,126,3
134,284,63,161,151,370,51,81,48,227,2
22,61,68,243,421,267,353,62,3,401,4
444,417,81,383,369,30,5,55,31,406,4
90,496,92,423,338,360,428,38,25,366,1
142,229,78,27,115,7,496,65,93,108,5
82,413,42,297,321,401,198,61,91,326,1
271,457,44,283,89,349,387,15,29,52,0
453,310,60,65,136,471,313,73,90,350,3
221,319,35,400,82,370,463,92,20,70,4
33,284,29,320,194,302,276,97,47,17,5
116,108,58,385,361,455,2,47,94,13,3
455,426,42,239,240,497,72,4,78,99,2
428,379,83,39,234,282,66,90,64,352,5
270,283,5,476,388,11,291,19,92,104,3
126,119,15,77,478,24,83,24,87,281,2
35,95,62,27,421,160,303,92,75,468,5
443,200,91,53,208,424,380,53,55,429,0
228,26,43,311,209,227,134,75,93,19,5
220,235,73,105,43,339,11,68,69,369,2
22,74,94,407,474,325,192,94,89,257,1
56,18,30,48,134,469,489,25,20,499,4
38,406,98,419,413,368,84,21,0,110,3
235,431,85,109,60,132,90,82,54,2,4
16,205,58,248,65,56,14,68,24,361,1
208,167,51,128,71,183,394,37,44,13,4
55,214,53,479,497,2,497,58,25,323,3
417,297,42,162,173,34,233,43,70,469,0
259,163,23,69,362,338,227,46,94,45,3
457,298,10,485,149,236,21,26,2,295,1
13,61,51,6,28,431,239,45,92,461,3
467,68,67,82,301,156,312,77,96,330,4
150,221,20,4,468,286,352,18,47,118,2
166,292,81,221,431,390,418,93,9,343,5
90,178,24,347,78,25,287,65,75,162,3
72,289,93,217,159,27,366,75,92,50,1
364,459,39,340,409,200,64,2,28,131,0
375,486,91,117,486,496,96,27,19,253,4
418,155,61,331,481,207,439,98,89,21,2
319,132,93,226,283,353,48,39,40,218,0
140,383,91,42,232,31,223,76,84,186,5
234,248,2,324,359,456,300,70,17,363,4
243,25,11,458,252,445,15,60,69,424,5
229,153,56,93,148,121,129,66,70,381,2
391,191,82,42,189,425,114,45,89,22,3
242,290,18,101,431,243,144,73,20,276,2
88,9,38,162,306,214,187,70,21,400,0
279,112,39,279,129,280,380,77,28,451,4
493,443,24,256,298,417,136,36,4,93,5
125,142,70,276,416,486,316,94,11,372,0
93,204,99,498,334,470,231,70,10,360,2
20,249,32,478,354,371,325,19,52,484,4
477,278,7,172,58,34,249,67,40,395,4
358,79,41,432,20,149,401,54,74,382,0
291,470,9,187,223,114,319,81,46,358,0
44,356,72,435,435,261,156,79,79,342,2
155,470,44,140,34,365,406,27,8,100,1
244,436,81,156,366,353,415,69,40,272,1
198,335,63,29,432,479,286,96,42,13,2
144,324,47,181,330,155,431,73,49,54,4
251,146,7,498,63,133,210,72,33,133,5
200,415,51,177,268,473,199,40,2,298,4
489,235,27,490,232,138,471,15,56,290,0
157,411,8,390,8,27,123,47,90,297,3
276,200,8,350,439,401,261,7,13,325,2
47,187,53,388,170,38,30,10,50,474,0
307,331,79,79,239,443,449,12,78,13,5
351,289,44,331,111,57,224,99,16,445,0
439,479,43,149,437,445,302,74,61,435,3
28,157,15,98,106,107,306,24,5,304,2
439,349,50,113,105,284,224,41,28,23,1
463,344,62,22,266,229,368,35,62,201,3
91,357,14,160,3,465,121,42,19,100,2
341,240,23,165,53,37,38,63,15,425,0
152,5,15,143,435,66,201,30,39,453,3
256,407,81,215,473,398,414,38,33,479,5
420,163,55,117,205,226,154,38,76,143,5
220,189,54,226,175,463,150,65,12,83,3
372,248,50,484,296,185,291,82,27,191,2
228,150,64,148,493,242,32,56,4,282,3
129,388,4,160,175,197,270,1,52,103,3
333,52,15,483,35,327,218,33,15,161,4
62,481,43,202,183,295,50,1,3,397,0
295,264,77,376,198,120,192,15,32,318,2
303,172,85,12,113,407,307,74,82,200,3
474,269,91,369,22,0,360,97,19,452,1
30,436,9,153,188,91,135,79,15,151,1
417,130,6,142,450,218,316,52,51,137,2
197,10,89,490,258,443,482,44,31,149,3
57,429,35,268,395,144,107,81,73,102,0
261,478,24,491,349,386,34,87,17,461,1
185,418,18,109,202,413,464,23,8,314,5
122,351,52,216,209,298,152,47,35,116,4
33,347,84,223,109,36,381,53,25,85,4
87,3,48,402,258,122,288,37,42,369,4
321,478,65,19,486,252,102,67,35,61,2
160,432,49,250,43,111,27,1,61,124,5
217,55,6,469,236,234,86,13,39,155,2
386,22,66,274,238,497,438,7,93,93,2
320,482,89,227,42,165,347,60,85,409,2
277,15,7,280,19,155,478,16,77,354,3
185,63,51,472,151,273,311,45,16,105,5
1,355,62,127,228,445,493,64,0,203,5
13,221,42,377,108,71,194,49,10,294,5
207,64,6,16,48,474,202,55,86,169,4
493,154,55,114,10,163,461,0,49,415,0
17,208,76,4,7,142,335,51,28,60,2
212,157,15,496,356,366,28,88,50,210,4
469,213,61,427,22,467,47,49,40,97,1
29,432,45,375,449,164,306,24,38,415,0
198,372,6,474,161,62,214,92,13,75,1
380,409,69,246,114,25,59,83,49,297,4
362,370,13,295,252,118,261,99,93,4,1
31,64,1,465,129,212,324,87,11,370,1
220,440,89,271,299,299,469,58,49,1,3
499,354,10,408,199,314,457,46,4,12,4
393,483,85,459,33,226,422,32,62,153,3
170,174,26,343,166,346,184,0,17,355,4
342,257,21,2,186,175,498,73,92,14,1
479,393,31,462,179,315,408,97,14,201,2
414,321,73,456,50,193,493,42,23,413,3
358,135,64,225,323,134,388,69,20,43,5
263,368,64,2,408,468,410,66,5,189,2
55,374,86,166,264,304,493,46,42,88,1
347,263,21,314,89,283,325,93,91,39,2
128,78,63,192,23,441,366,48,45,106,0
69,14,71,175,483,476,208,2,76,472,2
126,314,23,391,383,382,163,27,96,296,0
23,77,87,337,278,435,162,37,47,365,1
228,436,65,205,150,203,24,43,44,493,3
355,430,42,166,381,95,403,14,39,343,3
122,78,31,110,277,316,362,6,29,3,2
198,63,21,37,370,254,387,7,76,192,4
207,23,90,116,12,416,12,88,10,131,1
240,417,12,489,210,74,35,75,16,109,3
216,279,28,100,296,221,295,30,81,316,2
66,359,63,178,326,384,83,95,99,161,1
129,91,38,199,60,146,387,47,18,384,5
60,467,0,462,67,478,133,20,17,408,3
62,357,67,330,444,336,354,21,30,223,2
269,431,19,352,418,205,42,79,1,411,3
356,201,78,102,109,346,326,81,11,222,2
29,193,69,438,88,161,411,35,60,38,4
497,227,54,1,447,245,301,4,4,318,5
363,139,49,330,165,144,27,81,4,95,0
353,436,8,315,17,205,248,50,47,58,3
437,146,92,384,19,137,485,79,47,244,3
73,365,77,401,369,291,410,28,46,425,5
202,141,42,336,392,200,242,10,77,439,1
32,498,69,421,37,176,288,61,84,76,0
8,433,90,212,425,14,193,91,13,448,4
324,35,67,275,493,100,401,71,77,167,4
208,254,83,441,85,277,412,35,37,199,3
87,83,42,381,32,260,324,87,41,489,1
191,26,88,354,452,295,257,96,82,467,1
88,312,19,63,108,351,209,56,67,403,1
274,278,53,393,242,463,176,64,36,91,1
49,133,36,104,4,477,235,36,91,498,0
440,91,68,35,432,374,3,62,57,352,1
485,69,85,95,89,404,212,89,62,465,4
230,337,56,52,74,227,382,98,51,495,3
297,316,71,269,361,237,5,85,90,226,0
76,457,28,454,465,161,147,40,42,407,5
54,448,68,141,1,0,321,33,91,207,3
134,154,80,431,129,321,82,26,2,67,0
77,1,83,8,197,351,25,35,50,208,4
378,232,10,160,53,92,176,56,39,470,1
42,361,59,211,76,253,161,59,61,24,0
428,402,80,76,203,89,361,87,31,351,4
76,472,27,338,20,362,472,2,35,217,0
190,302,49,128,52,332,348,7,34,76,2
363,192,26,336,470,307,472,55,78,184,2
93,463,35,498,111,170,237,98,74,222,5
105,55,73,95,253,348,421,64,77,312,0
56,193,65,247,12,453,286,42,22,369,3
71,299,38,327,491,386,397,21,90,190,1
102,125,48,170,95,126,220,82,98,124,1
64,72,44,176,407,445,38,18,8,486,3
304,109,20,457,47,194,28,43,25,245,3
119,166,57,364,391,198,351,46,77,356,1
260,132,70,393,141,298,312,16,39,179,1
84,370,66,33,266,459,98,32,25,165,1
294,480,10,499,32,157,453,25,53,101,1
111,168,26,384,298,208,404,32,86,338,4
64,301,60,336,39,151,278,51,37,326,2
14,216,10,461,248,116,412,66,38,341,1
488,293,92,399,488,404,180,24,27,111,2
91,180,54,494,221,180,44,76,20,326,4
147,197,3,7,248,222,412,99,25,272,2
142,431,13,246,128,255,105,32,0,72,3
272,251,53,301,363,302,261,37,24,235,0
498,474,18,494,444,319,277,72,43,127,2
370,147,40,412,55,416,359,46,21,245,3
145,345,73,51,280,306,446,27,62,93,2
103,335,87,210,479,177,226,63,2,460,3
21,279,44,266,147,493,23,68,85,168,5
249,146,46,42,89,309,37,9,49,463,3
355,179,85,36,456,165,422,66,1,280,4
273,157,58,79,142,11,473,86,32,371,5
266,247,73,144,174,18,470,17,57,142,4
146,241,28,250,269,452,499,57,42,47,5
55,96,85,46,317,333,458,64,43,69,5
250,298,18,428,299,350,159,3,38,28,5
366,470,48,110,50,80,39,83,32,181,2
128,237,93,475,79,308,386,59,3,461,1
210,302,14,292,144,305,405,50,51,291,0
72,392,24,18,210,297,109,53,16,317,2
97,405,56,246,416,83,323,36,34,117,2
240,28,6,304,149,176,149,99,40,497,2
58,223,64,92,368,402,361,66,50,181,3
49,488,83,79,30,232,80,33,33,452,1
104,392,42,499,36,399,44,0,98,358,0
291,338,74,297,126,450,44,68,48,258,4
22,145,46,259,488,48,125,30,50,462,4
68,492,31,315,85,311,201,83,86,141,5
117,125,39,220,323,361,264,74,52,185,2
159,158,2,111,483,262,480,91,7,54,0
111,183,42,345,115,486,320,99,11,407,4
392,373,13,407,382,351,341,1,93,40,0
37,390,56,447,72,418,102,21,64,335,0
312,330,27,41,391,311,114,39,72,137,5
320,379,94,270,284,428,280,24,91,130,4
229,449,18,13,135,411,13,89,81,253,3
132,68,78,271,336,274,322,7,13,338,0
410,183,9,114,494,453,172,69,84,370,1
13,247,98,360,227,139,407,9,81,3,1
310,274,77,328,482,99,324,66,66,406,3
96,348,49,209,161,287,422,3,37,378,2
146,253,44,169,143,108,343,48,55,70,1
416,477,6,335,499,266,164,97,11,168,1
258,224,47,371,265,403,70,96,16,42,1
192,338,19,313,451,85,156,40,17,191,4
473,142,69,461,321,191,384,68,45,154,4
0,103,27,34,127,225,339,30,93,402,3
36,177,27,391,428,217,336,97,56,261,5
406,113,2,367,462,348,85,97,41,479,4
253,203,19,4,465,242,60,16,5,257,0
317,25,70,306,444,453,415,64,27,456,0
272,457,71,15,466,16,174,79,15,290,2
242,174,39,267,376,395,66,57,81,102,5
11,248,86,480,158,75,278,30,2,293,1
326,363,96,112,405,414,378,28,82,139,3
485,100,97,142,385,396,394,95,91,30,3
210,204,93,429,492,189,133,52,48,82,5
17,144,91,315,416,352,387,24,10,22,5
25,54,88,112,363,393,158,2,88,98,4
221,226,29,29,179,10,473,43,75,107,0
263,289,76,305,263,364,343,1,77,243,3
368,418,36,68,245,407,400,78,2,41,3
9,233,10,134,357,183,439,62,75,125,4
277,20,27,196,180,56,21,38,93,359,2
186,158,32,382,228,53,297,14,43,158,5
445,235,19,165,86,259,400,53,45,40,5
413,456,51,424,241,265,78,97,43,325,1
213,461,59,444,143,243,268,89,77,216,3
395,356,76,296,287,457,391,82,70,359,2
9,36,92,439,261,376,177,54,82,132,0
106,410,36,345,371,132,363,87,66,134,3
94,222,75,68,432,148,355,65,92,318,2
449,407,62,453,107,192,158,93,3,351,4
202,212,44,93,319,47,252,47,43,3,2
47,303,41,84,2,483,383,43,74,31,1
155,94,80,58,204,22,277,27,91,24,2
55,470,55,304,245,257,293,5,55,154,2
297,467,73,344,229,167,38,22,43,248,2
350,153,9,451,97,195,71,19,30,243,5
214,106,87,315,30,392,245,90,81,94,0
153,357,79,408,275,373,170,70,51,451,2
493,489,81,480,447,243,388,16,40,376,0
87,453,3,23,481,252,158,9,23,328,4
217,202,20,85,348,193,182,80,45,467,2
379,282,6,47,79,128,216,89,45,488,1
160,422,19,415,329,179,399,47,34,327,2
423,12,72,441,325,67,405,20,47,314,1
475,145,6,351,126,105,82,87,40,288,0
262,351,63,68,394,324,346,92,91,184,2
379,1,85,244,144,379,440,80,4,32,4
223,159,75,48,400,120,275,83,58,347,2
488,52,53,390,138,235,277,49,67,489,3
142,40,17,108,227,311,133,66,42,192,0
184,357,51,158,298,285,156,82,4,286,1
216,386,99,338,429,4,121,13,80,232,4
223,281,62,353,122,104,482,15,15,408,1
301,65,96,497,491,77,420,40,97,113,2
461,145,52,136,325,119,249,94,64,109,3
146,194,69,489,321,211,93,3,30,468,0
224,12,41,185,3,185,203,87,18,328,4
216,156,83,263,231,339,125,16,10,490,2
359,54,25,396,356,351,309,67,40,19,5
270,176,33,434,305,123,367,45,29,95,5
473,367,31,389,474,292,111,93,38,209,2
484,496,99,69,309,99,386,36,16,481,5
81,191,57,267,441,451,391,41,24,295,3
142,144,34,141,352,486,25,57,21,298,3
472,98,61,329,29,223,468,44,35,246,4
190,147,17,127,458,89,492,28,26,62,4
41,112,23,4,194,421,313,14,95,444,5
485,392,77,83,29,270,148,57,61,274,2
41,47,80,488,219,200,192,42,24,259,0
37,202,79,14,390,353,348,5,83,372,2
388,399,28,292,21,302,92,80,43,341,4
489,239,81,341,454,74,371,0,81,128,2
435,56,75,428,305,203,368,57,20,254,1
184,186,1,188,312,196,321,71,94,349,1
262,205,60,440,249,320,280,47,89,224,4
212,475,55,475,210,63,45,31,98,480,5
64,179,54,476,224,434,69,0,47,89,2
234,179,26,134,275,483,127,69,28,264,0
80,342,7,299,58,363,401,93,88,188,2
175,70,7,291,9,43,346,11,78,395,5
365,0,56,107,347,197,306,80,83,305,0
337,385,33,443,115,46,295,72,90,199,2
161,264,62,119,94,173,448,15,11,407,3
191,144,66,346,364,460,349,25,43,299,4
270,239,55,108,200,36,306,44,80,13,4
254,66,85,492,189,323,462,62,7,226,1
21,194,24,120,120,88,381,50,69,191,4
479,6,72,403,37,337,76,6,84,210,0
58,241,17,422,498,331,484,18,88,452,5
8,215,33,365,12,492,340,66,9,190,0
22,465,92,369,231,268,475,44,34,491,3
259,361,84,133,146,141,359,41,36,250,4
142,119,20,178,130,477,358,63,4,229,3
26,234,25,172,261,328,252,86,69,416,2
289,157,76,98,152,351,110,93,65,478,2
60,433,83,286,403,294,260,70,22,317,3
366,338,4,35,258,138,48,22,51,84,1
43,394,71,321,264,223,155,64,96,47,5
59,371,92,461,7,44,90,10,19,365,0
299,168,16,167,34,115,434,95,86,175,3
189,369,44,485,491,167,13,13,72,97,5
398,374,57,149,468,38,27,19,31,408,2
198,331,48,482,271,238,128,23,63,464,5
379,198,54,64,302,327,398,54,7,11,3
167,299,61,425,399,10,473,36,54,24,0
441,4,51,182,291,463,498,52,69,38,1
98,449,96,83,49,350,279,17,96,26,4
371,67,92,84,191,249,133,16,84,367,4
484,117,72,324,495,251,220,49,68,84,2
262,450,21,257,234,186,167,0,38,135,1
112,198,34,447,290,378,209,65,63,128,4
499,357,99,418,283,416,455,25,79,433,4
414,102,70,108,208,206,241,67,50,421,2
23,243,56,456,20,27,370,33,39,231,4
398,435,12,217,158,464,201,4,52,124,2
74,92,63,408,81,114,307,40,49,16,5
265,433,89,376,94,257,86,38,82,185,2
56,143,61,304,46,134,156,71,42,45,0
173,278,53,171,179,163,496,86,38,167,1
80,86,53,7,316,493,211,4,96,94,1
92,388,62,182,133,396,339,57,40,82,5
467,323,71,64,493,328,186,52,28,421,2
420,292,34,263,364,427,405,53,81,2,0
312,346,7,42,187,165,273,84,3,447,2
420,207,86,303,479,308,201,45,50,234,1
378,231,58,374,313,140,253,67,4,150,4
489,228,59,42,297,159,181,81,41,241,2
180,196,22,326,154,53,115,28,34,431,0
200,486,74,39,212,314,61,54,82,41,4
85,255,12,485,180,231,356,24,81,223,3
348,138,91,342,118,164,208,85,73,350,5
300,346,84,431,240,364,104,16,7,453,2
193,196,14,433,234,411,327,93,98,130,1
119,351,90,478,498,255,176,35,30,395,5
196,460,93,148,355,117,389,16,9,432,2
353,201,31,434,58,407,421,9,35,335,3
92,106,13,243,374,94,389,18,6,281,0
